robot_wr,robot_wl,robot_wr_ref,robot_wl_ref,robot_counter,encoder_right,encoder_left
1.59993,1.51632,1.6,1.6,52378,549,438
1.58163,1.5124,1.6,1.6,4631,557,446
1.57369,1.54435,1.6,1.6,13525,562,451
1.5599,1.53561,1.6,1.6,31313,571,459
1.55393,1.53182,1.6,1.6,40207,575,464
1.54849,1.52837,1.6,1.6,49101,580,468
1.54354,1.52523,1.6,1.6,57995,584,472
1.57269,1.5224,1.6,1.6,1353,589,477
1.5927,1.51742,1.6,1.6,19142,598,485
1.60928,1.51331,1.6,1.6,36930,607,494
1.60928,1.51331,1.6,1.6,45824,611,499
1.62301,1.54052,1.6,1.6,54718,616,503
1.61135,1.53629,1.6,1.6,63612,620,507
1.60075,1.53246,1.6,1.6,6970,624,512
1.61593,1.52575,1.6,1.6,24759,634,520
1.6049,1.52285,1.6,1.6,33653,638,525
1.58574,1.51781,1.6,1.6,51441,647,534
1.57744,1.51562,1.6,1.6,60335,652,538
1.56989,1.51365,1.6,1.6,3693,656,542
1.56302,1.51184,1.6,1.6,12587,661,547
1.5904,1.51019,1.6,1.6,21481,666,551
1.58166,1.50868,1.6,1.6,30376,670,556
1.60736,1.50732,1.6,1.6,39270,675,560
1.62142,1.50495,1.6,1.6,57058,684,569
1.64356,1.53758,1.6,1.6,416,689,574
1.61775,1.53001,1.6,1.6,18204,698,582
1.60656,1.56036,1.6,1.6,27098,702,587
1.63002,1.58798,1.6,1.6,35992,707,592
1.65135,1.57946,1.6,1.6,44887,712,596
1.63713,1.57172,1.6,1.6,53781,716,600
1.65784,1.56468,1.6,1.6,62675,721,605
1.64305,1.55829,1.6,1.6,6033,725,609
1.65097,1.54715,1.6,1.6,23821,735,618
1.67043,1.57596,1.6,1.6,32715,740,623
1.67361,1.56177,1.6,1.6,50504,749,632
1.65739,1.58926,1.6,1.6,59398,753,637
1.64264,1.58065,1.6,1.6,2756,758,641
1.66285,1.57281,1.6,1.6,11650,763,645
1.6476,1.56567,1.6,1.6,20544,767,650
1.63372,1.55917,1.6,1.6,38332,777,659
1.67385,1.58152,1.6,1.6,47226,782,664
1.67645,1.60001,1.6,1.6,65015,791,673
1.67561,1.5817,1.6,1.6,17267,800,682
1.69285,1.6074,1.6,1.6,26161,805,687
1.70853,1.59714,1.6,1.6,35055,810,691
1.68916,1.58781,1.6,1.6,43949,814,695
1.67154,1.57932,1.6,1.6,52843,819,700
1.67152,1.62881,1.6,1.6,5096,828,710
1.6409,1.63918,1.6,1.6,22884,838,719
1.62762,1.6597,1.6,1.6,31778,842,724
1.61555,1.64473,1.6,1.6,40672,847,728
1.60455,1.66475,1.6,1.6,49566,852,733
1.62819,1.64933,1.6,1.6,58460,857,737
1.63565,1.65618,1.6,1.6,10712,866,747
1.62284,1.67515,1.6,1.6,19607,871,752
1.63423,1.67754,1.6,1.6,37395,881,761
1.6552,1.69461,1.6,1.6,46289,886,766
1.64063,1.67649,1.6,1.6,55183,890,770
1.62738,1.69365,1.6,1.6,64077,895,775
1.64899,1.67564,1.6,1.6,7435,900,779
1.66862,1.65923,1.6,1.6,16329,905,784
1.68647,1.64429,1.6,1.6,25224,910,788
1.71753,1.61835,1.6,1.6,43012,920,798
1.69735,1.64075,1.6,1.6,51906,924,803
1.6623,1.64605,1.6,1.6,4158,934,812
1.68073,1.63231,1.6,1.6,13052,939,817
1.69751,1.65345,1.6,1.6,21946,944,822
1.71278,1.63904,1.6,1.6,30840,949,826
1.72665,1.62592,1.6,1.6,39735,954,831
1.73929,1.64764,1.6,1.6,48629,959,836
1.75079,1.63375,1.6,1.6,57523,964,840
1.77079,1.64026,1.6,1.6,9775,974,850
1.74582,1.66068,1.6,1.6,18669,978,855
1.70241,1.66253,1.6,1.6,36457,988,864
1.68358,1.68093,1.6,1.6,45352,993,869
1.66646,1.69769,1.6,1.6,54246,998,874
1.65088,1.6793,1.6,1.6,63140,1003,878
1.63672,1.66258,1.6,1.6,6498,1008,883
1.65746,1.64735,1.6,1.6,24286,1018,893
1.70914,1.67091,1.6,1.6,42074,1028,903
1.72335,1.68857,1.6,1.6,50968,1033,908
1.71442,1.65501,1.6,1.6,3221,1042,917
1.72816,1.67411,1.6,1.6,12115,1048,922
1.70702,1.69148,1.6,1.6,21009,1052,927
1.72143,1.70729,1.6,1.6,29903,1057,932
1.73454,1.72168,1.6,1.6,38797,1062,937
1.75733,1.71303,1.6,1.6,56585,1072,946
1.77619,1.67527,1.6,1.6,8838,1082,956
1.78437,1.69254,1.6,1.6,17732,1087,961
1.79181,1.70825,1.6,1.6,26626,1092,966
1.76494,1.68891,1.6,1.6,35520,1096,970
1.77413,1.70495,1.6,1.6,44414,1102,976
1.74885,1.6859,1.6,1.6,53308,1106,980
1.75949,1.70221,1.6,1.6,62202,1111,985
1.73554,1.68343,1.6,1.6,5560,1116,990
1.69389,1.71499,1.6,1.6,23349,1126,1000
1.69389,1.71499,1.6,1.6,32243,1131,1005
1.72367,1.74114,1.6,1.6,41137,1136,1010
1.77022,1.75247,1.6,1.6,50031,1142,1015
1.74529,1.76279,1.6,1.6,58925,1146,1020
1.75627,1.73855,1.6,1.6,2283,1151,1024
1.7326,1.75011,1.6,1.6,11177,1156,1030
1.72206,1.7702,1.6,1.6,28966,1166,1040
1.70147,1.77892,1.6,1.6,37860,1171,1045
1.6657,1.72981,1.6,1.6,55648,1181,1054
1.65019,1.74217,1.6,1.6,64542,1186,1059
1.66973,1.71978,1.6,1.6,7900,1192,1064
1.65386,1.73304,1.6,1.6,16794,1196,1069
1.67306,1.71147,1.6,1.6,25688,1202,1074
1.69051,1.72546,1.6,1.6,34583,1207,1079
1.70641,1.7382,1.6,1.6,43477,1212,1084
1.72087,1.7498,1.6,1.6,52371,1217,1089
1.73403,1.72672,1.6,1.6,61265,1222,1093
1.74602,1.70572,1.6,1.6,4623,1227,1098
1.73319,1.73347,1.6,1.6,22411,1236,1108
1.74524,1.74549,1.6,1.6,31305,1242,1113
1.75619,1.75642,1.6,1.6,40200,1247,1118
1.76617,1.76637,1.6,1.6,49094,1252,1123
1.77525,1.74179,1.6,1.6,57988,1257,1127
1.78353,1.71944,1.6,1.6,1346,1262,1132
1.79104,1.73273,1.6,1.6,10240,1267,1137
1.79788,1.74483,1.6,1.6,19134,1272,1142
1.80977,1.73523,1.6,1.6,36922,1282,1152
1.75534,1.72727,1.6,1.6,54711,1291,1161
1.73175,1.70621,1.6,1.6,63605,1296,1166
1.71031,1.72071,1.6,1.6,6963,1301,1171
1.69078,1.70024,1.6,1.6,15857,1306,1175
1.67301,1.68162,1.6,1.6,24751,1311,1180
1.70638,1.71351,1.6,1.6,42539,1321,1190
1.70035,1.70928,1.6,1.6,60328,1330,1199
1.68174,1.72351,1.6,1.6,3686,1335,1204
1.66478,1.73643,1.6,1.6,12580,1340,1209
1.64936,1.71455,1.6,1.6,21474,1345,1213
1.63532,1.72828,1.6,1.6,30368,1350,1218
1.65619,1.74077,1.6,1.6,48156,1360,1227
1.65881,1.69823,1.6,1.6,57050,1364,1232
1.63038,1.69363,1.6,1.6,9303,1374,1241
1.67108,1.69284,1.6,1.6,27091,1384,1251
1.65509,1.67488,1.6,1.6,35985,1388,1255
1.64053,1.65855,1.6,1.6,44879,1393,1260
1.66093,1.67732,1.6,1.6,53773,1398,1265
1.67949,1.66077,1.6,1.6,62667,1403,1269
1.67811,1.66261,1.6,1.6,14920,1412,1278
1.69512,1.68102,1.6,1.6,23814,1417,1283
1.69105,1.64876,1.6,1.6,41602,1426,1292
1.67326,1.66842,1.6,1.6,50496,1431,1297
1.69071,1.6863,1.6,1.6,59390,1436,1302
1.7066,1.66895,1.6,1.6,2748,1441,1306
1.68741,1.68679,1.6,1.6,11642,1445,1311
1.66994,1.66938,1.6,1.6,20536,1450,1315
1.68767,1.65353,1.6,1.6,29431,1455,1320
1.65427,1.65964,1.6,1.6,47219,1464,1330
1.67343,1.64468,1.6,1.6,56113,1469,1334
1.6425,1.61869,1.6,1.6,8365,1478,1343
1.66272,1.64105,1.6,1.6,17259,1483,1348
1.68112,1.62777,1.6,1.6,26153,1488,1352
1.6642,1.61566,1.6,1.6,35048,1492,1356
1.68247,1.60466,1.6,1.6,43942,1497,1361
1.66545,1.62829,1.6,1.6,52836,1501,1366
1.64996,1.61615,1.6,1.6,61730,1506,1370
1.62306,1.65932,1.6,1.6,13982,1515,1380
1.64504,1.64439,1.6,1.6,22876,1520,1384
1.61897,1.61843,1.6,1.6,40664,1529,1393
1.64129,1.60717,1.6,1.6,49559,1534,1397
1.62798,1.59693,1.6,1.6,58453,1538,1402
1.64953,1.58763,1.6,1.6,1811,1543,1406
1.66912,1.6128,1.6,1.6,10705,1548,1411
1.67255,1.62289,1.6,1.6,28493,1557,1420
1.64175,1.60063,1.6,1.6,46281,1566,1429
1.66202,1.59097,1.6,1.6,55176,1571,1433
1.64684,1.58219,1.6,1.6,64070,1575,1438
1.63305,1.57422,1.6,1.6,7428,1580,1442
1.65412,1.56696,1.6,1.6,16322,1585,1447
1.62649,1.58797,1.6,1.6,34110,1594,1456
1.61451,1.57946,1.6,1.6,43004,1598,1460
1.62734,1.59529,1.6,1.6,60792,1608,1469
1.62734,1.59529,1.6,1.6,4151,1612,1474
1.63796,1.57778,1.6,1.6,13045,1617,1478
1.62495,1.60384,1.6,1.6,21939,1621,1483
1.61311,1.5939,1.6,1.6,30833,1626,1487
1.60234,1.58486,1.6,1.6,39727,1630,1491
1.59254,1.57663,1.6,1.6,48621,1635,1496
1.60613,1.596,1.6,1.6,873,1644,1505
1.62961,1.58675,1.6,1.6,9768,1649,1509
1.63984,1.57072,1.6,1.6,27556,1658,1518
1.62666,1.56376,1.6,1.6,36450,1662,1522
1.61467,1.55744,1.6,1.6,45344,1667,1527
1.6374,1.55168,1.6,1.6,54238,1672,1531
1.62444,1.54645,1.6,1.6,63132,1676,1536
1.64631,1.5417,1.6,1.6,6490,1681,1540
1.63254,1.53736,1.6,1.6,15384,1685,1544
1.65364,1.5334,1.6,1.6,24279,1690,1549
1.63922,1.52981,1.6,1.6,42067,1699,1558
1.60329,1.52087,1.6,1.6,59855,1708,1567
1.59342,1.51842,1.6,1.6,3213,1712,1571
1.58442,1.51618,1.6,1.6,12107,1717,1575
1.60988,1.51414,1.6,1.6,21001,1722,1580
1.59938,1.51227,1.6,1.6,29896,1726,1584
1.62349,1.51059,1.6,1.6,38790,1731,1589
1.61178,1.54269,1.6,1.6,47684,1735,1594
1.62205,1.53424,1.6,1.6,65472,1744,1602
1.61049,1.53059,1.6,1.6,8830,1749,1607
1.62098,1.52422,1.6,1.6,26618,1758,1616
1.6095,1.52145,1.6,1.6,35512,1762,1620
1.59903,1.51892,1.6,1.6,44407,1767,1624
1.62317,1.55028,1.6,1.6,53301,1772,1629
1.61149,1.54517,1.6,1.6,62195,1776,1633
1.62183,1.5363,1.6,1.6,14447,1785,1642
1.63037,1.55956,1.6,1.6,32235,1794,1651
1.65168,1.58725,1.6,1.6,41129,1799,1656
1.63742,1.57879,1.6,1.6,50024,1803,1660
1.62446,1.57111,1.6,1.6,58918,1808,1664
1.61268,1.59779,1.6,1.6,2276,1812,1669
1.62279,1.57985,1.6,1.6,20064,1821,1678
1.61115,1.57208,1.6,1.6,28958,1826,1682
1.59091,1.58918,1.6,1.6,46746,1835,1691
1.60475,1.57271,1.6,1.6,64535,1844,1700
1.59475,1.56559,1.6,1.6,7893,1848,1705
1.58563,1.5591,1.6,1.6,16787,1853,1709
1.61098,1.58684,1.6,1.6,25681,1858,1714
1.6004,1.57843,1.6,1.6,34575,1862,1718
1.61262,1.62808,1.6,1.6,52363,1871,1728
1.6019,1.61596,1.6,1.6,61257,1876,1732
1.61386,1.5949,1.6,1.6,13510,1885,1741
1.60303,1.58577,1.6,1.6,22404,1890,1745
1.58419,1.5699,1.6,1.6,40192,7,1754
1.57602,1.56302,1.6,1.6,49086,12,1759
1.60223,1.5904,1.6,1.6,57980,17,1764
1.59246,1.58169,1.6,1.6,1338,21,1768
1.60906,1.63076,1.6,1.6,19127,31,1778
1.6323,1.6184,1.6,1.6,28021,36,1782
1.64206,1.62753,1.6,1.6,45809,45,1791
1.66232,1.61546,1.6,1.6,54703,50,1796
1.64712,1.60447,1.6,1.6,63597,54,1800
1.66694,1.59449,1.6,1.6,6955,59,1805
1.68496,1.5854,1.6,1.6,15849,64,1810
1.70134,1.57711,1.6,1.6,24744,69,1814
1.68262,1.60322,1.6,1.6,33638,73,1820
1.68373,1.61799,1.6,1.6,51426,83,1829
1.70023,1.60678,1.6,1.6,60320,88,1833
1.66468,1.62095,1.6,1.6,12572,97,1843
1.64927,1.60948,1.6,1.6,21466,102,1847
1.66888,1.59903,1.6,1.6,30360,107,1852
1.6867,1.58951,1.6,1.6,39255,112,1856
1.70294,1.61451,1.6,1.6,48149,117,1862
1.73118,1.59371,1.6,1.6,401,127,1871
1.7209,1.60709,1.6,1.6,18189,136,1880
1.73406,1.59686,1.6,1.6,27083,141,1885
1.71239,1.58755,1.6,1.6,35977,146,1890
1.73897,1.63561,1.6,1.6,53766,156,8
1.76101,1.64483,1.6,1.6,6018,166,17
1.77056,1.6312,1.6,1.6,14912,171,22
1.7535,1.63812,1.6,1.6,32700,180,31
1.74241,1.64689,1.6,1.6,50488,190,41
1.75361,1.6667,1.6,1.6,59383,195,46
1.7302,1.65111,1.6,1.6,2741,199,50
1.70888,1.67056,1.6,1.6,11635,204,55
1.68948,1.65461,1.6,1.6,20529,209,60
1.72002,1.65751,1.6,1.6,38317,219,69
1.69961,1.64274,1.6,1.6,47211,223,74
1.66414,1.64766,1.6,1.6,65000,232,83
1.64879,1.63379,1.6,1.6,8358,237,88
1.66844,1.6548,1.6,1.6,17252,242,93
1.68633,1.67391,1.6,1.6,26146,247,98
1.66896,1.65766,1.6,1.6,35040,251,102
1.65315,1.67652,1.6,1.6,43934,256,107
1.67242,1.69367,1.6,1.6,52828,261,112
1.68994,1.67564,1.6,1.6,61722,266,116
1.65615,1.64431,1.6,1.6,13975,274,125
1.66181,1.65201,1.6,1.6,31763,284,135
1.68029,1.67138,1.6,1.6,40657,289,140
1.66347,1.65535,1.6,1.6,49551,293,144
1.6818,1.64078,1.6,1.6,58445,298,149
1.66486,1.62753,1.6,1.6,1803,302,154
1.64942,1.6491,1.6,1.6,10697,307,159
1.669,1.63507,1.6,1.6,19592,312,163
1.63881,1.64436,1.6,1.6,37380,320,173
1.62572,1.63077,1.6,1.6,46274,325,177
1.63359,1.6408,1.6,1.6,64062,334,187
1.62099,1.6612,1.6,1.6,7420,339,192
1.60951,1.64609,1.6,1.6,16314,343,196
1.59906,1.66599,1.6,1.6,25208,348,201
1.58954,1.65044,1.6,1.6,34103,352,205
1.57302,1.62344,1.6,1.6,51891,361,214
1.56586,1.61174,1.6,1.6,60785,366,219
1.58708,1.62203,1.6,1.6,13037,375,228
1.57865,1.61046,1.6,1.6,21931,379,233
1.60463,1.59992,1.6,1.6,30825,384,238
1.5946,1.59033,1.6,1.6,39720,388,242
1.5855,1.58161,1.6,1.6,57508,397,252
1.56969,1.59708,1.6,1.6,866,401,256
1.55659,1.60988,1.6,1.6,18654,410,265
1.54575,1.6235,1.6,1.6,36442,419,275
1.54104,1.64544,1.6,1.6,45336,423,280
1.53675,1.63174,1.6,1.6,54231,428,284
1.53286,1.61929,1.6,1.6,63125,432,289
1.52933,1.60797,1.6,1.6,6483,437,293
1.52318,1.62193,1.6,1.6,24271,446,303
1.52051,1.644,1.6,1.6,33165,450,308
1.51587,1.61811,1.6,1.6,50953,459,316
1.51384,1.64051,1.6,1.6,59848,463,322
1.51203,1.62729,1.6,1.6,3206,467,326
1.51037,1.61524,1.6,1.6,12100,472,330
1.50885,1.60428,1.6,1.6,20994,476,335
1.54112,1.5943,1.6,1.6,29888,481,339
1.53683,1.58522,1.6,1.6,38782,485,344
1.55999,1.60006,1.6,1.6,56570,494,353
1.55401,1.59046,1.6,1.6,65464,498,358
1.54361,1.60743,1.6,1.6,17717,507,367
1.5391,1.63081,1.6,1.6,26611,511,372
1.53499,1.61845,1.6,1.6,35505,515,376
1.53126,1.60719,1.6,1.6,44399,520,380
1.52786,1.59696,1.6,1.6,53293,524,385
1.52477,1.58764,1.6,1.6,62187,528,389
1.52198,1.61282,1.6,1.6,5545,533,394
1.5194,1.60206,1.6,1.6,14440,537,398
1.54556,1.58339,1.6,1.6,32228,546,407
1.53661,1.56793,1.6,1.6,50016,555,416
1.53273,1.59487,1.6,1.6,58910,559,421
1.56286,1.58576,1.6,1.6,2268,564,425
1.55662,1.57745,1.6,1.6,11162,568,429
1.55094,1.56989,1.6,1.6,20056,572,434
1.54105,1.59039,1.6,1.6,37845,581,443
1.56349,1.60433,1.6,1.6,55633,590,452
1.59083,1.59435,1.6,1.6,64527,595,456
1.58208,1.61893,1.6,1.6,7885,599,461
1.5741,1.60764,1.6,1.6,16779,603,465
1.56685,1.59736,1.6,1.6,25673,608,469
1.55422,1.57948,1.6,1.6,43462,617,478
1.54876,1.60538,1.6,1.6,52356,621,483
1.53927,1.58615,1.6,1.6,4608,630,492
1.53141,1.60386,1.6,1.6,22396,639,501
1.528,1.59392,1.6,1.6,31290,644,505
1.52488,1.58487,1.6,1.6,40185,648,510
1.52206,1.57664,1.6,1.6,49079,653,514
1.51949,1.60279,1.6,1.6,57973,657,519
1.51504,1.61765,1.6,1.6,10225,666,528
1.54675,1.60647,1.6,1.6,19119,671,532
1.57123,1.58704,1.6,1.6,36907,680,541
1.56424,1.57862,1.6,1.6,45801,684,546
1.59149,1.57094,1.6,1.6,54696,689,550
1.58267,1.56397,1.6,1.6,63590,693,555
1.57465,1.55764,1.6,1.6,6948,697,559
1.56735,1.58551,1.6,1.6,15842,702,564
1.5607,1.57722,1.6,1.6,24736,706,568
1.54914,1.53222,1.6,1.6,42524,715,577
1.54414,1.56237,1.6,1.6,51418,719,582
1.56907,1.55053,1.6,1.6,3671,729,591
1.56227,1.57904,1.6,1.6,12565,733,596
1.55608,1.57134,1.6,1.6,21459,737,600
1.55045,1.59797,1.6,1.6,30353,742,605
1.54532,1.58856,1.6,1.6,39247,746,609
1.54066,1.61364,1.6,1.6,48141,750,614
1.53641,1.60283,1.6,1.6,57035,755,618
1.55965,1.61766,1.6,1.6,9288,764,627
1.5537,1.60648,1.6,1.6,18182,768,632
1.54335,1.58705,1.6,1.6,35970,777,641
1.53886,1.57862,1.6,1.6,44864,782,645
1.53478,1.6046,1.6,1.6,53758,786,650
1.56471,1.5946,1.6,1.6,62652,791,654
1.55831,1.58551,1.6,1.6,6010,795,659
1.57776,1.60028,1.6,1.6,23799,804,668
1.57018,1.59066,1.6,1.6,32693,808,672
1.55699,1.6076,1.6,1.6,50481,817,682
1.55128,1.59732,1.6,1.6,59375,822,686
1.54609,1.58799,1.6,1.6,2733,826,691
1.54136,1.57948,1.6,1.6,11627,831,695
1.53705,1.57174,1.6,1.6,20521,835,700
1.53312,1.56468,1.6,1.6,29416,840,704
1.52955,1.55827,1.6,1.6,38310,844,709
1.55397,1.54714,1.6,1.6,56098,853,718
1.5742,1.53793,1.6,1.6,8350,862,728
1.60057,1.56757,1.6,1.6,17244,867,733
1.59093,1.56091,1.6,1.6,26138,871,737
1.58216,1.58848,1.6,1.6,35032,876,742
1.57416,1.57991,1.6,1.6,43927,880,746
1.5909,1.56505,1.6,1.6,61715,889,756
1.61579,1.59227,1.6,1.6,5073,894,761
1.59476,1.60589,1.6,1.6,22861,903,770
1.61928,1.59577,1.6,1.6,31755,908,775
1.60795,1.58656,1.6,1.6,40649,912,780
1.59763,1.61181,1.6,1.6,49544,917,785
1.6219,1.60115,1.6,1.6,58438,922,789
1.61035,1.59147,1.6,1.6,1796,926,794
1.59983,1.61629,1.6,1.6,10690,930,799
1.58154,1.62881,1.6,1.6,28478,940,809
1.58154,1.62881,1.6,1.6,37372,945,814
1.58769,1.6233,1.6,1.6,55160,954,823
1.61283,1.64523,1.6,1.6,64055,959,828
1.63574,1.63158,1.6,1.6,7413,964,832
1.62293,1.61915,1.6,1.6,16307,968,837
1.64492,1.60783,1.6,1.6,25201,973,842
1.66492,1.63118,1.6,1.6,34095,978,847
1.64948,1.65242,1.6,1.6,42989,982,852
1.65629,1.65569,1.6,1.6,60777,992,861
1.67527,1.67473,1.6,1.6,4136,997,866
1.644,1.7078,1.6,1.6,21924,1006,876
1.66409,1.6885,1.6,1.6,30818,1011,880
1.68237,1.70458,1.6,1.6,39712,1016,886
1.66535,1.68556,1.6,1.6,48606,1020,890
1.64988,1.70191,1.6,1.6,57500,1025,895
1.68725,1.69971,1.6,1.6,9752,1035,905
1.6539,1.69483,1.6,1.6,27541,1044,914
1.63946,1.67669,1.6,1.6,36435,1049,919
1.65995,1.66019,1.6,1.6,45329,1054,924
1.6786,1.67882,1.6,1.6,54223,1059,929
1.69557,1.69577,1.6,1.6,63117,1064,934
1.67738,1.71121,1.6,1.6,15369,1073,944
1.70998,1.70435,1.6,1.6,24264,1078,948
1.70335,1.70172,1.6,1.6,42052,1087,958
1.70089,1.73015,1.6,1.6,59840,1097,968
1.71587,1.70885,1.6,1.6,3198,1102,972
1.69584,1.7231,1.6,1.6,12092,1106,977
1.67762,1.70241,1.6,1.6,20986,1111,982
1.69468,1.71724,1.6,1.6,29880,1116,987
1.66005,1.70934,1.6,1.6,47669,1125,996
1.67869,1.6899,1.6,1.6,56563,1130,1001
1.67746,1.68674,1.6,1.6,8815,1139,1010
1.66089,1.66933,1.6,1.6,17709,1144,1015
1.64582,1.6535,1.6,1.6,26603,1148,1020
1.6321,1.67273,1.6,1.6,35497,1153,1025
1.6196,1.69021,1.6,1.6,44392,1158,1030
1.60824,1.67249,1.6,1.6,53286,1162,1034
1.59791,1.65637,1.6,1.6,62180,1167,1039
1.61058,1.62837,1.6,1.6,14432,1176,1048
1.61058,1.62837,1.6,1.6,23326,1181,1053
1.61233,1.62875,1.6,1.6,41114,1190,1063
1.63527,1.65021,1.6,1.6,50008,1195,1068
1.62248,1.63608,1.6,1.6,58903,1199,1072
1.61088,1.62326,1.6,1.6,2261,1204,1077
1.63395,1.61157,1.6,1.6,11155,1209,1082
1.6213,1.63458,1.6,1.6,20049,1213,1087
1.64344,1.62188,1.6,1.6,28943,1218,1091
1.62993,1.61031,1.6,1.6,37837,1222,1096
1.67072,1.62386,1.6,1.6,55625,1232,1106
1.64023,1.63509,1.6,1.6,7878,1240,1115
1.62702,1.65598,1.6,1.6,16772,1245,1120
1.64863,1.64134,1.6,1.6,25666,1250,1124
1.63466,1.66167,1.6,1.6,34560,1254,1129
1.62195,1.64652,1.6,1.6,43454,1259,1133
1.63047,1.65081,1.6,1.6,61242,1268,1142
1.65179,1.6703,1.6,1.6,4600,1273,1147
1.65516,1.67048,1.6,1.6,22389,1282,1156
1.6406,1.68818,1.6,1.6,31283,1286,1161
1.62735,1.70429,1.6,1.6,40177,1291,1166
1.64893,1.6853,1.6,1.6,49071,1296,1170
1.66858,1.70167,1.6,1.6,1323,1305,1179
1.67211,1.69951,1.6,1.6,10217,1310,1184
1.67502,1.6977,1.6,1.6,28006,1319,1193
1.64379,1.69318,1.6,1.6,45794,1328,1202
1.63026,1.70884,1.6,1.6,54688,1332,1207
1.61794,1.72308,1.6,1.6,63582,1337,1212
1.64039,1.70242,1.6,1.6,6940,1342,1216
1.62716,1.71724,1.6,1.6,15834,1346,1221
1.63477,1.71237,1.6,1.6,33623,1355,1230
1.62205,1.69266,1.6,1.6,42517,1360,1234
1.63358,1.69204,1.6,1.6,60305,1369,1244
1.62098,1.67417,1.6,1.6,3663,1373,1248
1.6095,1.6579,1.6,1.6,12557,1378,1252
1.59905,1.64309,1.6,1.6,21451,1382,1257
1.58955,1.62962,1.6,1.6,30345,1387,1261
1.61452,1.61734,1.6,1.6,39240,1392,1266
1.60362,1.60619,1.6,1.6,48134,1396,1270
1.61531,1.62047,1.6,1.6,386,1405,1280
1.63798,1.60904,1.6,1.6,9280,1410,1284
1.61313,1.58916,1.6,1.6,27068,1418,1293
1.60235,1.61419,1.6,1.6,35962,1423,1298
1.59255,1.60332,1.6,1.6,44856,1427,1302
1.58362,1.59342,1.6,1.6,53751,1432,1306
1.5755,1.58442,1.6,1.6,62645,1436,1311
1.56814,1.57625,1.6,1.6,6003,1441,1315
1.56142,1.5688,1.6,1.6,14897,1445,1320
1.54974,1.55585,1.6,1.6,32685,1454,1328
1.54468,1.55024,1.6,1.6,41579,1458,1333
1.56648,1.57108,1.6,1.6,59368,1467,1342
1.55992,1.59776,1.6,1.6,2726,1472,1347
1.55394,1.58837,1.6,1.6,11620,1476,1351
1.58214,1.57983,1.6,1.6,20514,1481,1355
1.57416,1.57205,1.6,1.6,29408,1485,1360
1.5909,1.55855,1.6,1.6,47196,1494,1368
1.57415,1.581,1.6,1.6,64984,1502,1378
1.56689,1.57312,1.6,1.6,8343,1507,1382
1.56028,1.56596,1.6,1.6,17237,1511,1386
1.55427,1.55943,1.6,1.6,26131,1516,1391
1.5488,1.5535,1.6,1.6,35025,1520,1395
1.57746,1.5481,1.6,1.6,43919,1525,1399
1.5699,1.54318,1.6,1.6,52813,1529,1404
1.56303,1.53871,1.6,1.6,61707,1533,1408
1.55107,1.53094,1.6,1.6,13960,1542,1417
1.54117,1.52451,1.6,1.6,31748,1550,1426
1.53688,1.52172,1.6,1.6,40642,1555,1430
1.53298,1.51918,1.6,1.6,49536,1559,1435
1.56307,1.51687,1.6,1.6,58430,1564,1439
1.55682,1.51479,1.6,1.6,1788,1568,1443
1.54593,1.51113,1.6,1.6,19576,1577,1452
1.5412,1.54317,1.6,1.6,28471,1581,1457
1.533,1.53463,1.6,1.6,46259,1590,1466
1.52945,1.53093,1.6,1.6,55153,1594,1470
1.52621,1.52757,1.6,1.6,64047,1598,1474
1.52329,1.55816,1.6,1.6,7405,1603,1479
1.52061,1.55234,1.6,1.6,16299,1607,1483
1.55181,1.54704,1.6,1.6,25193,1612,1487
1.54655,1.57585,1.6,1.6,34088,1616,1492
1.53743,1.56169,1.6,1.6,51876,1625,1500
1.53348,1.55555,1.6,1.6,60770,1629,1505
1.52662,1.5449,1.6,1.6,13022,1638,1514
1.52364,1.54027,1.6,1.6,21916,1642,1518
1.52093,1.53606,1.6,1.6,30810,1646,1522
1.51847,1.56587,1.6,1.6,39704,1651,1527
1.51621,1.55934,1.6,1.6,48599,1655,1531
1.54781,1.55342,1.6,1.6,57493,1660,1535
1.54293,1.54804,1.6,1.6,851,1664,1539
1.53849,1.54313,1.6,1.6,9745,1668,1544
1.53075,1.5346,1.6,1.6,27533,1677,1552
1.52435,1.52754,1.6,1.6,45321,1686,1561
1.52156,1.49082,1.6,1.6,54216,1690,1565
1.55268,1.49107,1.6,1.6,63110,1695,1570
1.54737,1.49131,1.6,1.6,6468,1699,1574
1.54252,1.49151,1.6,1.6,15362,1703,1578
1.5341,1.49186,1.6,1.6,33150,1712,1586
1.53044,1.49202,1.6,1.6,42044,1716,1591
1.5241,1.49228,1.6,1.6,59832,1725,1600
1.52134,1.4924,1.6,1.6,3191,1729,1604
1.51884,1.4925,1.6,1.6,12085,1734,1608
1.51656,1.45895,1.6,1.6,20979,1738,1612
1.51449,1.46207,1.6,1.6,29873,1742,1617
1.5126,1.46491,1.6,1.6,38767,1747,1621
1.51089,1.46749,1.6,1.6,47661,1751,1625
1.50791,1.47197,1.6,1.6,65449,1760,1634
1.50661,1.47392,1.6,1.6,8808,1764,1638
1.50437,1.51094,1.6,1.6,26596,1772,1647
1.50339,1.50937,1.6,1.6,35490,1777,1651
1.50251,1.50795,1.6,1.6,44384,1781,1655
1.53534,1.50665,1.6,1.6,53278,1786,1659
1.52817,1.50441,1.6,1.6,5530,1794,1668
1.52505,1.50344,1.6,1.6,14424,1799,1672
